name_cargo_pod,Conteneur
sn_von_schelling_115,Amiral Oktyabrsky
sn_von_schelling_116,Maréchal Shaposhnikov
sn_von_schelling_117,Rezky
sn_von_schelling_118,Ladny
sn_von_schelling_119,Nakat
sn_von_schelling_120,Osmotritelny
sn_von_schelling_121,Petr Velikiy
sn_von_schelling_122,Smyshlenny
sn_von_schelling_123,Krashy-Krym
sn_von_schelling_124,Buliny
sn_von_schelling_125,Kit
sn_von_schelling_126,Bespokoiny
sn_von_schelling_127,Tashkent
sn_von_schelling_128,Ameytst
sn_von_schelling_129,Amiral Kharlamov
sn_von_schelling_130,Krab
sn_von_schelling_131,Neuderzhimyy
sn_von_schelling_132,Vice-Amiral Drozhd
sn_von_schelling_133,Volk
sn_von_schelling_134,Gromky
sn_von_schelling_135,Vorovsky
sn_von_schelling_136,Novorossiysk
sn_von_schelling_137,Doblestny
sn_von_schelling_138,Yuri Dolgoruky
sn_von_schelling_139,Burny
sn_von_schelling_140,Passat
sn_von_schelling_141,Bezuderzhny
sn_von_schelling_142,Sobrazitelny
sn_von_schelling_143,Orel
sn_von_schelling_144,Grad
sn_von_schelling_145,Taifun
sn_von_schelling_146,Tsesar Kunikov
sn_von_schelling_147,Imeni XXVII Sezda Kpss
sn_von_schelling_148,Léningradsky Komsomolets
sn_von_schelling_149,Izumrud
sn_von_schelling_150,Varyag
sn_von_schelling_151,Zarya
sn_von_schelling_152,Aleksandr Shabalin
sn_von_schelling_153,Bodry
sn_von_schelling_154,Shtyl
sn_von_schelling_155,Okrylenny
sn_von_schelling_156,Ulyanovsk
sn_von_schelling_157,Kronshtadt
sn_von_schelling_158,Revnostny
sn_von_schelling_159,Bars
sn_von_schelling_160,Priboy
sn_von_schelling_161,Grom
sn_von_schelling_162,Kashalot
sn_von_schelling_163,Bystry
sn_von_schelling_164,Petropavlovsk
sn_von_schelling_165,Vazhny
sn_von_schelling_166,Skory
sn_von_schelling_167,Voronesh
sn_von_schelling_168,Stoyky
sn_von_schelling_169,Kasatka
sn_von_schelling_170,Gremyashchy
sn_von_schelling_171,Dzerzhinsky
sn_von_schelling_172,Amiral Lobov
sn_von_schelling_173,Bezukoriznenny
sn_von_schelling_174,Slava
sn_von_schelling_175,Aleksandr Tortsev
sn_von_schelling_176,Aleksandr Nevsky
sn_von_schelling_177,Maréchal Ustinov
sn_von_schelling_178,Junga
sn_von_schelling_179,Rastoropny
sn_von_schelling_180,Priliv
sn_von_schelling_181,Poryvisty
sn_von_schelling_182,Drakon
sn_von_schelling_183,Nerpa
sn_von_schelling_184,Sergey Lazo
sn_von_schelling_185,Amiral Nakhimov
sn_von_schelling_186,Amiral Basistiy
sn_von_schelling_187,Storozhevoy
sn_von_schelling_188,Sapfir
sn_von_schelling_189,Amiral Kuznetsov
sn_von_schelling_190,Besstrashny
sn_von_schelling_191,Narval
sn_von_schelling_192,Minsk
sn_von_schelling_193,Kedrov
sn_von_schelling_194,Amiral Golovko
sn_von_schelling_195,Rezvy
sn_von_schelling_196,Svirepy
sn_von_schelling_197,Météor
sn_von_schelling_198,Nastoychivy
sn_von_schelling_199,Smetlivy
sn_von_schelling_200,Amiral Zozulya
sn_von_schelling_201,Livens
sn_von_schelling_202,Amiral Isakov
sn_von_schelling_203,Kondor
sn_von_schelling_204,Dostoyny
sn_von_schelling_205,Tambov
sn_von_schelling_206,Zadorny
sn_von_schelling_207,Amiral Isachenkov
sn_von_schelling_208,Otchayanny
sn_von_schelling_209,Léopard
sn_von_schelling_210,Bditelny
sn_von_schelling_211,Razitelny
sn_von_schelling_212,Izmail
sn_von_schelling_213,Zharky
sn_von_schelling_214,Morzh
sn_von_schelling_215,Amiral Lazarev
sn_von_schelling_216,Berkut
sn_von_schelling_217,Ivan Rogov
sn_von_schelling_218,Uragan
sn_von_schelling_219,Konstantin Olshansky

Added from : Fship_names#2_localise.xls (last),
sn_generic_asteroid,Astéroïde
sn_generic_debris,Débris
